Tipo variazione;Istat vecchio;Denominazione Comune;Istat nuovo;Denominazione Comune associata alla variazione o nuova denominazione
CS;097092;La Valletta Brianza;097073;Rovagnate
AQ;097092;La Valletta Brianza;097066;Perego
AQ;097092;La Valletta Brianza;097073;Rovagnate
ES;097066;Perego;097092;La Valletta Brianza
ES;097073;Rovagnate;097092;La Valletta Brianza
ES;014042;Menarola;014032;Gordona
AQ;014032;Gordona;014042;Menarola
CS;022233;Dimaro Folgarida;022075;Dimaro
CS;022233;Dimaro Folgarida;022121;Monclassico
AQ;022233;Dimaro Folgarida;022075;Dimaro
AQ;022233;Dimaro Folgarida;022121;Monclassico
ES;022075;Dimaro;022233;Dimaro Folgarida
ES;022121;Monclassico;022233;Dimaro Folgarida
CS;022234;Pieve di Bono-Prezzo;022140;Pieve di Bono
CS;022234;Pieve di Bono-Prezzo;022149;Prezzo
AQ;022234;Pieve di Bono-Prezzo;022140;Pieve di Bono
AQ;022234;Pieve di Bono-Prezzo;022149;Prezzo
ES;022140;Pieve di Bono;022234;Pieve di Bono-Prezzo
ES;022149;Prezzo;022234;Pieve di Bono-Prezzo
CS;022235;Altavalle ;022082;Faver
CS;022235;Altavalle ;022094;Grauno
CS;022235;Altavalle ;022096;Grumes
CS;022235;Altavalle ;022208;Valda
AQ;022235;Altavalle ;022082;Faver
AQ;022235;Altavalle ;022094;Grauno
AQ;022235;Altavalle ;022096;Grumes
AQ;022235;Altavalle ;022208;Valda
ES;022082;Faver;022235;Altavalle 
ES;022094;Grauno;022235;Altavalle 
ES;022096;Grumes;022235;Altavalle 
ES;022208;Valda;022235;Altavalle 
CS;022236;Altopiano della Vigolana;022023;Bosentino
CS;022236;Altopiano della Vigolana;022056;Centa San Nicolò
CS;022236;Altopiano della Vigolana;022212;Vattaro
CS;022236;Altopiano della Vigolana;022219;Vigolo Vattaro
AQ;022236;Altopiano della Vigolana;022023;Bosentino
AQ;022236;Altopiano della Vigolana;022056;Centa San Nicolò
AQ;022236;Altopiano della Vigolana;022212;Vattaro
AQ;022236;Altopiano della Vigolana;022219;Vigolo Vattaro
ES;022023;Bosentino;022236;Altopiano della Vigolana
ES;022056;Centa San Nicolò;022236;Altopiano della Vigolana
ES;022212;Vattaro;022236;Altopiano della Vigolana
ES;022219;Vigolo Vattaro;022236;Altopiano della Vigolana
CS;022237;Amblar-Don;022004;Amblar
CS;022237;Amblar-Don;022076;Don
AQ;022237;Amblar-Don;022004;Amblar
AQ;022237;Amblar-Don;022076;Don
ES;022004;Amblar;022237;Amblar-Don
ES;022076;Don;022237;Amblar-Don
CS;022238;Borgo Chiese;022028;Brione
CS;022238;Borgo Chiese;022057;Cimego
CS;022238;Borgo Chiese;022066;Condino
AQ;022238;Borgo Chiese;022028;Brione
AQ;022238;Borgo Chiese;022057;Cimego
AQ;022238;Borgo Chiese;022066;Condino
ES;022028;Brione;022238;Borgo Chiese
ES;022057;Cimego;022238;Borgo Chiese
ES;022066;Condino;022238;Borgo Chiese
CS;022239;Borgo Lares ;022019;Bolbeno
CS;022239;Borgo Lares ;022227;Zuclo
AQ;022239;Borgo Lares ;022019;Bolbeno
AQ;022239;Borgo Lares ;022227;Zuclo
ES;022019;Bolbeno;022239;Borgo Lares 
ES;022227;Zuclo;022239;Borgo Lares 
CS;022240;Castel Ivano;022178;Spera
CS;022240;Castel Ivano;022185;Strigno
CS;022240;Castel Ivano;022221;Villa Agnedo
AQ;022240;Castel Ivano;022178;Spera
AQ;022240;Castel Ivano;022185;Strigno
AQ;022240;Castel Ivano;022221;Villa Agnedo
ES;022178;Spera;022240;Castel Ivano
ES;022185;Strigno;022240;Castel Ivano
ES;022221;Villa Agnedo;022240;Castel Ivano
CS;022241;Cembra Lisignago;022055;Cembra
CS;022241;Cembra Lisignago;022105;Lisignago
AQ;022241;Cembra Lisignago;022055;Cembra
AQ;022241;Cembra Lisignago;022105;Lisignago
ES;022055;Cembra;022241;Cembra Lisignago
ES;022105;Lisignago;022241;Cembra Lisignago
CS;022242;Contà;022069;Cunevo
CS;022242;Contà;022086;Flavon
CS;022242;Contà;022194;Terres
AQ;022242;Contà;022069;Cunevo
AQ;022242;Contà;022086;Flavon
AQ;022242;Contà;022194;Terres
ES;022069;Cunevo;022242;Contà
ES;022086;Flavon;022242;Contà
ES;022194;Terres;022242;Contà
CS;022243;Madruzzo;022031;Calavino
CS;022243;Madruzzo;022101;Lasino
AQ;022243;Madruzzo;022031;Calavino
AQ;022243;Madruzzo;022101;Lasino
ES;022031;Calavino;022243;Madruzzo
ES;022101;Lasino;022243;Madruzzo
CS;022244;Porte di Rendena;022073;Darè
CS;022244;Porte di Rendena;022220;Vigo Rendena
CS;022244;Porte di Rendena;022223;Villa Rendena
AQ;022244;Porte di Rendena;022073;Darè
AQ;022244;Porte di Rendena;022220;Vigo Rendena
AQ;022244;Porte di Rendena;022223;Villa Rendena
ES;022073;Darè;022244;Porte di Rendena
ES;022220;Vigo Rendena;022244;Porte di Rendena
ES;022223;Villa Rendena;022244;Porte di Rendena
CS;022245;Primiero San Martino di Castrozza ;022084;Fiera di Primiero
CS;022245;Primiero San Martino di Castrozza ;022201;Tonadico
CS;022245;Primiero San Martino di Castrozza ;022204;Transacqua
CS;022245;Primiero San Martino di Castrozza ;022174;Siror
AQ;022245;Primiero San Martino di Castrozza ;022084;Fiera di Primiero
AQ;022245;Primiero San Martino di Castrozza ;022201;Tonadico
AQ;022245;Primiero San Martino di Castrozza ;022204;Transacqua
AQ;022245;Primiero San Martino di Castrozza ;022174;Siror
ES;022084;Fiera di Primiero;022245;Primiero San Martino di Castrozza 
ES;022201;Tonadico;022245;Primiero San Martino di Castrozza 
ES;022204;Transacqua;022245;Primiero San Martino di Castrozza 
ES;022174;Siror;022245;Primiero San Martino di Castrozza 
CS;022246;Sella Giudicarie;022020;Bondo
CS;022246;Sella Giudicarie;022024;Breguzzo
CS;022246;Sella Giudicarie;022100;Lardaro
CS;022246;Sella Giudicarie;022158;Roncone
AQ;022246;Sella Giudicarie;022020;Bondo
AQ;022246;Sella Giudicarie;022024;Breguzzo
AQ;022246;Sella Giudicarie;022100;Lardaro
AQ;022246;Sella Giudicarie;022158;Roncone
ES;022020;Bondo;022246;Sella Giudicarie
ES;022024;Breguzzo;022246;Sella Giudicarie
ES;022100;Lardaro;022246;Sella Giudicarie
ES;022158;Roncone;022246;Sella Giudicarie
CS;022247;Tre Ville;022148;Preore
CS;022247;Tre Ville;022151;Ragoli
CS;022247;Tre Ville;022122;Montagne
AQ;022247;Tre Ville;022148;Preore
AQ;022247;Tre Ville;022151;Ragoli
AQ;022247;Tre Ville;022122;Montagne
ES;022148;Preore;022247;Tre Ville
ES;022151;Ragoli;022247;Tre Ville
ES;022122;Montagne;022247;Tre Ville
CS;022248;Vallelaghi;022132;Padergnone
CS;022248;Vallelaghi;022192;Terlago
CS;022248;Vallelaghi;022215;Vezzano
AQ;022248;Vallelaghi;022132;Padergnone
AQ;022248;Vallelaghi;022192;Terlago
AQ;022248;Vallelaghi;022215;Vezzano
ES;022132;Padergnone;022248;Vallelaghi
ES;022192;Terlago;022248;Vallelaghi
ES;022215;Vezzano;022248;Vallelaghi
CS;022249;Ville d’Anaunia;022125;Nanno
CS;022249;Ville d’Anaunia;022187;Tassullo
CS;022249;Ville d’Anaunia;022207;Tuenno
AQ;022249;Ville d’Anaunia;022125;Nanno
AQ;022249;Ville d’Anaunia;022187;Tassullo
AQ;022249;Ville d’Anaunia;022207;Tuenno
ES;022125;Nanno;022249;Ville d’Anaunia
ES;022187;Tassullo;022249;Ville d’Anaunia
ES;022207;Tuenno;022249;Ville d’Anaunia
CS;035046;Ventasso;035007;Busana
CS;035046;Ventasso;035019;Collagna
CS;035046;Ventasso;035025;Ligonchio
CS;035046;Ventasso;035031;Ramiseto
AQ;035046;Ventasso;035007;Busana
AQ;035046;Ventasso;035019;Collagna
AQ;035046;Ventasso;035025;Ligonchio
AQ;035046;Ventasso;035031;Ramiseto
ES;035007;Busana;035046;Ventasso
ES;035019;Collagna;035046;Ventasso
ES;035025;Ligonchio;035046;Ventasso
ES;035031;Ramiseto;035046;Ventasso
CS;037062;Alto Reno Terme;037029;Granaglione
CS;037062;Alto Reno Terme;037049;Porretta Terme
AQ;037062;Alto Reno Terme;037029;Granaglione
AQ;037062;Alto Reno Terme;037049;Porretta Terme
ES;037029;Granaglione;037062;Alto Reno Terme
ES;037049;Porretta Terme;037062;Alto Reno Terme
CS;034050;Polesine Zibello;034029;Polesine Parmense
CS;034050;Polesine Zibello;034048;Zibello
AQ;034050;Polesine Zibello;034029;Polesine Parmense
AQ;034050;Polesine Zibello;034048;Zibello
ES;034029;Polesine Parmense;034050;Polesine Zibello
ES;034048;Zibello;034050;Polesine Zibello
CS;099029;Montescudo-Montecolombo;099007;Monte Colombo
CS;099029;Montescudo-Montecolombo;099010;Montescudo
AQ;099029;Montescudo-Montecolombo;099007;Monte Colombo
AQ;099029;Montescudo-Montecolombo;099010;Montescudo
ES;099007;Monte Colombo;099029;Montescudo-Montecolombo
ES;099010;Montescudo;099029;Montescudo-Montecolombo
CS;103078;Borgomezzavalle;103063;Seppiana
CS;103078;Borgomezzavalle;103073;Viganella
AQ;103078;Borgomezzavalle;103063;Seppiana
AQ;103078;Borgomezzavalle;103073;Viganella
ES;103063;Seppiana;103078;Borgomezzavalle
ES;103073;Viganella;103078;Borgomezzavalle
CS;096085;Lessona;096022;Crosa
CS;096085;Lessona;096029;Lessona
AQ;096085;Lessona;096022;Crosa
AQ;096085;Lessona;096029;Lessona
ES;096022;Crosa;096085;Lessona
ES;096029;Lessona;096085;Lessona
CS;096086;Campiglia Cervo;096011;Campiglia Cervo
CS;096086;Campiglia Cervo;096052;Quittengo
CS;096086;Campiglia Cervo;096060;San Paolo Cervo
AQ;096086;Campiglia Cervo;096011;Campiglia Cervo
AQ;096086;Campiglia Cervo;096052;Quittengo
AQ;096086;Campiglia Cervo;096060;San Paolo Cervo
ES;096011;Campiglia Cervo;096086;Campiglia Cervo
ES;096052;Quittengo;096086;Campiglia Cervo
ES;096060;San Paolo Cervo;096086;Campiglia Cervo
CS;018192;Corteolona e Genzone;018056;Corteolona
CS;018192;Corteolona e Genzone;018070;Genzone
AQ;018192;Corteolona e Genzone;018056;Corteolona
AQ;018192;Corteolona e Genzone;018070;Genzone
ES;018056;Corteolona;018192;Corteolona e Genzone
ES;018070;Genzone;018192;Corteolona e Genzone
CS;025072;Alpago;025020;Farra d'Alpago
CS;025072;Alpago;025038;Pieve d'Alpago
CS;025072;Alpago;025041;Puos d'Alpago
AQ;025072;Alpago;025020;Farra d'Alpago
AQ;025072;Alpago;025038;Pieve d'Alpago
AQ;025072;Alpago;025041;Puos d'Alpago
ES;025020;Farra d'Alpago;025072;Alpago
ES;025038;Pieve d'Alpago;025072;Alpago
ES;025041;Puos d'Alpago;025072;Alpago
CS;025073;Val di Zoldo;025024;Forno di Zoldo
CS;025073;Val di Zoldo;025068;Zoldo Alto
AQ;025073;Val di Zoldo;025024;Forno di Zoldo
AQ;025073;Val di Zoldo;025068;Zoldo Alto
ES;025024;Forno di Zoldo;025073;Val di Zoldo
ES;025068;Zoldo Alto;025073;Val di Zoldo
ES;017154;Prestine;017018;Bienno
AQ;017018;Bienno;017154;Prestine
CD;065025;Capaccio;065025;Capaccio Paestum
AQ;022240;Castel Ivano;022099;Ivano-Fracena
ES;022099;Ivano-Fracena;022240;Castel Ivano
CD;023030;Costermano;023030;Costermano sul Garda
AP;104001;Aggius;090001;
AP;104003;Alà dei Sardi;090002;
AP;104004;Arzachena;090006;
AP;104006;Berchidda;090009;
AP;104007;Bortigiadas;090014;
AP;104008;Buddusò;090017;
AP;104010;Calangianus;090021;
AP;104012;La Maddalena;090035;
AP;104014;Luogosanto;090036;
AP;104015;Luras;090037;
AP;104016;Monti;090041;
AP;104017;Olbia;090047;
AP;104018;Oschiri;090049;
AP;104020;Palau;090054;
AP;104002;Aglientu;090062;
AP;104022;Santa Teresa Gallura;090063;
AP;104025;Tempio Pausania;090070;
AP;104026;Trinità d'Agultu e Vignola;090074;
AP;104024;Teltì;090080;
AP;104005;Badesi;090081;
AP;104011;Golfo Aranci;090083;
AP;104013;Loiri Porto San Paolo;090084;
AP;104021;Sant'Antonio di Gallura;090085;
AP;104019;Padru;090090;
AP;104009;Budoni;090091;
AP;104023;San Teodoro;090092;
AP;105001;Arzana;091002;
AP;105002;Bari Sardo;091005;
AP;105003;Baunei;091006;
AP;105005;Elini;091019;
AP;105006;Gairo;091026;
AP;105007;Girasole;091031;
AP;105008;Ilbono;091032;
AP;105009;Jerzu;091035;
AP;105010;Lanusei;091037;
AP;105011;Loceri;091039;
AP;105012;Lotzorai;091042;
AP;105013;Osini;091069;
AP;105014;Perdasdefogu;091072;
AP;105016;Talana;091088;
AP;105017;Tertenia;091089;
AP;105018;Tortolì;091095;
AP;105019;Triei;091097;
AP;105020;Ulassai;091098;
AP;105021;Urzulei;091099;
AP;105022;Ussassai;091100;
AP;105023;Villagrande Strisaili;091101;
AP;105004;Cardedu;091103;
AP;106001;Arbus;111001;
AP;092002;Armungia;111002;
AP;092004;Ballao;111003;
AP;092005;Barrali;111004;
AP;106002;Barumini;111005;
AP;107001;Buggerru;111006;
AP;092008;Burcei;111007;
AP;107002;Calasetta;111008;
AP;107003;Carbonia;111009;
AP;107004;Carloforte;111010;
AP;092106;Castiadas;111011;
AP;106003;Collinas;111012;
AP;092016;Decimoputzu;111013;
AP;092017;Dolianova;111014;
AP;092018;Domus de Maria;111015;
AP;107005;Domusnovas;111016;
AP;092020;Donori;111017;
AP;092110;Escalaplano;111018;
AP;092111;Escolca;111019;
AP;092112;Esterzili;111020;
AP;107006;Fluminimaggiore;111021;
AP;106004;Furtei;111022;
AP;095081;Genoni;111023;
AP;106005;Genuri;111024;
AP;092113;Gergei;111025;
AP;092024;Gesico;111026;
AP;106006;Gesturi;111027;
AP;107007;Giba;111028;
AP;092027;Goni;111029;
AP;107008;Gonnesa;111030;
AP;106007;Gonnosfanadiga;111031;
AP;092030;Guamaggiore;111032;
AP;092031;Guasila;111033;
AP;106008;Guspini;111034;
AP;107009;Iglesias;111035;
AP;092114;Isili;111036;
AP;106009;Las Plassas;111037;
AP;106010;Lunamatrona;111038;
AP;092036;Mandas;111039;
AP;107010;Masainas;111040;
AP;092038;Monastir;111041;
AP;092039;Muravera;111042;
AP;107011;Musei;111043;
AP;107012;Narcao;111044;
AP;092115;Nuragus;111045;
AP;092116;Nurallao;111046;
AP;092042;Nuraminis;111047;
AP;092117;Nurri;111048;
AP;107013;Nuxis;111049;
AP;092118;Orroli;111050;
AP;092044;Ortacesus;111051;
AP;106011;Pabillonis;111052;
AP;106012;Pauli Arbarei;111053;
AP;107014;Perdaxius;111054;
AP;092048;Pimentel;111055;
AP;107015;Piscinas;111056;
AP;107016;Portoscuso;111057;
AP;092119;Sadali;111058;
AP;106013;Samassi;111059;
AP;092053;Samatzai;111060;
AP;092054;San Basilio;111061;
AP;106014;San Gavino Monreale;111062;
AP;107017;San Giovanni Suergiu;111063;
AP;092058;San Nicolò Gerrei;111064;
AP;092059;San Sperate;111065;
AP;092064;San Vito;111066;
AP;106015;Sanluri;111067;
AP;107018;Santadi;111068;
AP;092061;Sant'Andrea Frius;111069;
AP;107019;Sant'Anna Arresi;111070;
AP;107020;Sant'Antioco;111071;
AP;106016;Sardara;111072;
AP;106017;Segariu;111073;
AP;092069;Selegas;111074;
AP;092070;Senorbì;111075;
AP;092071;Serdiana;111076;
AP;106018;Serramanna;111077;
AP;106019;Serrenti;111078;
AP;092120;Serri;111079;
AP;106020;Setzu;111080;
AP;105015;Seui;111081;
AP;092121;Seulo;111082;
AP;106021;Siddi;111083;
AP;092078;Siliqua;111084;
AP;092079;Silius;111085;
AP;092081;Siurgus Donigala;111086;
AP;092082;Soleminis;111087;
AP;092083;Suelli;111088;
AP;092084;Teulada;111089;
AP;107021;Tratalias;111090;
AP;106022;Tuili;111091;
AP;106023;Turri;111092;
AP;092088;Ussana;111093;
AP;106024;Ussaramanna;111094;
AP;092091;Vallermosa;111095;
AP;106025;Villacidro;111096;
AP;106026;Villamar;111097;
AP;107022;Villamassargia;111098;
AP;092122;Villanova Tulo;111099;
AP;106027;Villanovaforru;111100;
AP;106028;Villanovafranca;111101;
AP;107023;Villaperuccio;111102;
AP;092097;Villaputzu;111103;
AP;092098;Villasalto;111104;
AP;092100;Villasimius;111105;
AP;092101;Villasor;111106;
AP;092102;Villaspeciosa;111107;
AQ;082045;Lercara Friddi;082078;Vicari
CE;082078;Vicari;082045;Lercara Friddi
AQ;043017;Fiastra;043001;Acquacanina
ES;043001;Acquacanina;043017;Fiastra
CS;047023;Abetone Cutigliano;047001;Abetone
CS;047023;Abetone Cutigliano;047004;Cutigliano
AQ;047023;Abetone Cutigliano;047001;Abetone
AQ;047023;Abetone Cutigliano;047004;Cutigliano
ES;047001;Abetone;047023;Abetone Cutigliano
ES;047004;Cutigliano;047023;Abetone Cutigliano
CS;047024;San Marcello Piteglio;047015;Piteglio
CS;047024;San Marcello Piteglio;047019;San Marcello Pistoiese
AQ;047024;San Marcello Piteglio;047015;Piteglio
AQ;047024;San Marcello Piteglio;047019;San Marcello Pistoiese
ES;047015;Piteglio;047024;San Marcello Piteglio
ES;047019;San Marcello Pistoiese;047024;San Marcello Piteglio
CS;052037;Montalcino;052014;Montalcino
CS;052037;Montalcino;052029;San Giovanni d'Asso
AQ;052037;Montalcino;052014;Montalcino
AQ;052037;Montalcino;052029;San Giovanni d'Asso
ES;052014;Montalcino;052037;Montalcino
ES;052029;San Giovanni d'Asso;052037;Montalcino
CS;041069;Colli al Metauro;041037;Montemaggiore al Metauro
CS;041069;Colli al Metauro;041050;Saltara
CS;041069;Colli al Metauro;041062;Serrungarina
AQ;041069;Colli al Metauro;041037;Montemaggiore al Metauro
AQ;041069;Colli al Metauro;041050;Saltara
AQ;041069;Colli al Metauro;041062;Serrungarina
ES;041037;Montemaggiore al Metauro;041069;Colli al Metauro
ES;041050;Saltara;041069;Colli al Metauro
ES;041062;Serrungarina;041069;Colli al Metauro
CS;041070;Terre Roveresche;041004;Barchi
CS;041070;Terre Roveresche;041040;Orciano di Pesaro
CS;041070;Terre Roveresche;041046;Piagge
CS;041070;Terre Roveresche;041052;San Giorgio di Pesaro
AQ;041070;Terre Roveresche;041004;Barchi
AQ;041070;Terre Roveresche;041040;Orciano di Pesaro
AQ;041070;Terre Roveresche;041046;Piagge
AQ;041070;Terre Roveresche;041052;San Giorgio di Pesaro
ES;041004;Barchi;041070;Terre Roveresche
ES;041040;Orciano di Pesaro;041070;Terre Roveresche
ES;041046;Piagge;041070;Terre Roveresche
ES;041052;San Giorgio di Pesaro;041070;Terre Roveresche
CS;038028;Terre del Reno;038016;Mirabello
CS;038028;Terre del Reno;038021;Sant'Agostino
AQ;038028;Terre del Reno;038016;Mirabello
AQ;038028;Terre del Reno;038021;Sant'Agostino
ES;038016;Mirabello;038028;Terre del Reno
ES;038021;Sant'Agostino;038028;Terre del Reno
AQ;096042;Pettinengo;096061;Selve Marcone
ES;096061;Selve Marcone;096042;Pettinengo
CS;013253;Alta Valle Intelvi;013194;Ramponio Verna
CS;013253;Alta Valle Intelvi;013179;Pellio Intelvi
CS;013253;Alta Valle Intelvi;013122;Lanzo d'Intelvi
AQ;013253;Alta Valle Intelvi;013194;Ramponio Verna
AQ;013253;Alta Valle Intelvi;013179;Pellio Intelvi
AQ;013253;Alta Valle Intelvi;013122;Lanzo d'Intelvi
ES;013194;Ramponio Verna;013253;Alta Valle Intelvi
ES;013179;Pellio Intelvi;013253;Alta Valle Intelvi
ES;013122;Lanzo d'Intelvi;013253;Alta Valle Intelvi
ES;013061;Cavallasca;013206;San Fermo della Battaglia
AQ;013206;San Fermo della Battaglia;013061;Cavallasca
CS;043058;Valfornace;043037;Pievebovigliana
CS;043058;Valfornace;043018;Fiordimonte
AQ;043058;Valfornace;043037;Pievebovigliana
AQ;043058;Valfornace;043018;Fiordimonte
ES;043037;Pievebovigliana;043058;Valfornace
ES;043018;Fiordimonte;043058;Valfornace
CS;024123;Val Liona;024045;Grancona
CS;024123;Val Liona;024092;San Germano dei Berici
AQ;024123;Val Liona;024045;Grancona
AQ;024123;Val Liona;024092;San Germano dei Berici
ES;024045;Grancona;024123;Val Liona
ES;024092;San Germano dei Berici;024123;Val Liona
AQ;020061;Sermide;020023;Felonica
ES;020023;Felonica;020061;Sermide e Felonica
CD;020061;Sermide;020061;Sermide e Felonica
CE;015009;Arese;015027;Bollate
AQ;015027;Bollate;015009;Arese
CE;015027;Bollate;015009;Arese
AQ;015009;Arese;015027;Bollate
AQ;021114;Villandro/Villanders;021022;Chiusa/Klausen
CE;021114;Villandro/Villanders;021022;Chiusa/Klausen
AQ;021022;Chiusa/Klausen;021114;Villandro/Villanders
CE;021022;Chiusa/Klausen;021114;Villandro/Villanders
CD;022176;Soraga;022176;Soraga di Fassa
CD;006076;Fubine;006076;Fubine Monferrato
CD;011020;Ortonovo;011020;Luni
CS;001316;Mappano;001063;Caselle Torinese
CS;001316;Mappano;001028;Borgaro Torinese
CS;001316;Mappano;001265;Settimo Torinese
CS;001316;Mappano;001130;Leini
AQ;001316;Mappano;001063;Caselle Torinese
AQ;001316;Mappano;001028;Borgaro Torinese
AQ;001316;Mappano;001265;Settimo Torinese
AQ;001316;Mappano;001130;Leini
CE;001063;Caselle Torinese;001316;Mappano
CE;001028;Borgaro Torinese;001316;Mappano
CE;001265;Settimo Torinese;001316;Mappano
CE;001130;Leini;001316;Mappano
CS;078156;Casali del Manco;078028;Casole Bruzio
CS;078156;Casali del Manco;078095;Pedace
CS;078156;Casali del Manco;078141;Serra Pedace
CS;078156;Casali del Manco;078144;Spezzano Piccolo
CS;078156;Casali del Manco;078151;Trenta
AQ;078156;Casali del Manco;078028;Casole Bruzio
AQ;078156;Casali del Manco;078095;Pedace
AQ;078156;Casali del Manco;078141;Serra Pedace
AQ;078156;Casali del Manco;078144;Spezzano Piccolo
AQ;078156;Casali del Manco;078151;Trenta
ES;078028;Casole Bruzio;078156;Casali del Manco
ES;078095;Pedace;078156;Casali del Manco
ES;078141;Serra Pedace;078156;Casali del Manco
ES;078144;Spezzano Piccolo;078156;Casali del Manco
ES;078151;Trenta;078156;Casali del Manco
AQ;079095;Petronà;079009;Belcastro
CE;079009;Belcastro;079095;Petronà
AQ;095067;Tresnuraghes;095083;Magomadas
CE;095067;Tresnuraghes;095083;Magomadas
AQ;095083;Magomadas;095067;Tresnuraghes
CE;095083;Magomadas;095067;Tresnuraghes
AP;025052;Sappada;030189;
CS;002170;Alto Sermenza;002111;Rima San Giuseppe
CS;002170;Alto Sermenza;002112;Rimasco
AQ;002170;Alto Sermenza;002111;Rima San Giuseppe
AQ;002170;Alto Sermenza;002112;Rimasco
ES;002111;Rima San Giuseppe;002170;Alto Sermenza
ES;002112;Rimasco;002170;Alto Sermenza
CS;002171;Cellio con Breia;002019;Breia
CS;002171;Cellio con Breia;002038;Cellio
AQ;002171;Cellio con Breia;002019;Breia
AQ;002171;Cellio con Breia;002038;Cellio
ES;002019;Breia;002171;Cellio con Breia
ES;002038;Cellio;002171;Cellio con Breia
CS;006191;Cassano Spinola;006042;Cassano Spinola
CS;006191;Cassano Spinola;006080;Gavazzana
AQ;006191;Cassano Spinola;006042;Cassano Spinola
AQ;006191;Cassano Spinola;006080;Gavazzana
ES;006042;Cassano Spinola;006191;Cassano Spinola
ES;006080;Gavazzana;006191;Cassano Spinola
CS;006192;Alluvioni Piovera;006006;Alluvioni Cambiò
CS;006192;Alluvioni Piovera;006130;Piovera
AQ;006192;Alluvioni Piovera;006006;Alluvioni Cambiò
AQ;006192;Alluvioni Piovera;006130;Piovera
ES;006006;Alluvioni Cambiò;006192;Alluvioni Piovera
ES;006130;Piovera;006192;Alluvioni Piovera
AQ;002156;Varallo;002123;Sabbia
ES;002123;Sabbia;002156;Varallo
CS;013254;Centro Valle Intelvi;013050;Casasco d'Intelvi
CS;013254;Centro Valle Intelvi;013060;Castiglione d'Intelvi
CS;013254;Centro Valle Intelvi;013205;San Fedele Intelvi
AQ;013254;Centro Valle Intelvi;013050;Casasco d'Intelvi
AQ;013254;Centro Valle Intelvi;013060;Castiglione d'Intelvi
AQ;013254;Centro Valle Intelvi;013205;San Fedele Intelvi
ES;013050;Casasco d'Intelvi;013254;Centro Valle Intelvi
ES;013060;Castiglione d'Intelvi;013254;Centro Valle Intelvi
ES;013205;San Fedele Intelvi;013254;Centro Valle Intelvi
CS;097093;Valvarrone;097041;Introzzo
CS;097093;Valvarrone;097081;Tremenico
CS;097093;Valvarrone;097089;Vestreno
AQ;097093;Valvarrone;097041;Introzzo
AQ;097093;Valvarrone;097089;Vestreno
AQ;097093;Valvarrone;097081;Tremenico
ES;097041;Introzzo;097093;Valvarrone
ES;097089;Vestreno;097093;Valvarrone
ES;097081;Tremenico;097093;Valvarrone
CS;020072;Borgo Mantovano;020040;Pieve di Coriano
CS;020072;Borgo Mantovano;020049;Revere
CS;020072;Borgo Mantovano;020067;Villa Poma
AQ;020072;Borgo Mantovano;020040;Pieve di Coriano
AQ;020072;Borgo Mantovano;020049;Revere
AQ;020072;Borgo Mantovano;020067;Villa Poma
ES;020040;Pieve di Coriano;020072;Borgo Mantovano
ES;020049;Revere;020072;Borgo Mantovano
ES;020067;Villa Poma;020072;Borgo Mantovano
CS;098062;Castelgerundo;098016;Cavacurta
CS;098062;Castelgerundo;098007;Camairago
AQ;098062;Castelgerundo;098016;Cavacurta
AQ;098062;Castelgerundo;098007;Camairago
ES;098016;Cavacurta;098062;Castelgerundo
ES;098007;Camairago;098062;Castelgerundo
CS;022250;Sèn Jan di Fassa-Sèn Jan;022145;Pozza di Fassa
CS;022250;Sèn Jan di Fassa-Sèn Jan;022217;Vigo di Fassa
AQ;022250;Sèn Jan di Fassa-Sèn Jan;022145;Pozza di Fassa
AQ;022250;Sèn Jan di Fassa-Sèn Jan;022217;Vigo di Fassa
ES;022145;Pozza di Fassa;022250;Sèn Jan di Fassa-Sèn Jan
ES;022217;Vigo di Fassa;022250;Sèn Jan di Fassa-Sèn Jan
CS;008068;Montalto Carpasio;008013;Carpasio
CS;008068;Montalto Carpasio;008036;Montalto Ligure
AQ;008068;Montalto Carpasio;008013;Carpasio
AQ;008068;Montalto Carpasio;008036;Montalto Ligure
ES;008013;Carpasio;008068;Montalto Carpasio
ES;008036;Montalto Ligure;008068;Montalto Carpasio
CS;033049;Alta Val Tidone;033009;Caminata
CS;033049;Alta Val Tidone;033029;Nibbiano
CS;033049;Alta Val Tidone;033031;Pecorara
AQ;033049;Alta Val Tidone;033009;Caminata
AQ;033049;Alta Val Tidone;033029;Nibbiano
AQ;033049;Alta Val Tidone;033031;Pecorara
ES;033009;Caminata;033049;Alta Val Tidone
ES;033029;Nibbiano;033049;Alta Val Tidone
ES;033031;Pecorara;033049;Alta Val Tidone
CS;049021;Rio;049015;Rio Marina
CS;049021;Rio;049016;Rio nell'Elba
AQ;049021;Rio;049015;Rio Marina
AQ;049021;Rio;049016;Rio nell'Elba
ES;049015;Rio Marina;049021;Rio
ES;049016;Rio nell'Elba;049021;Rio
CS;051042;Laterina Pergine Valdarno;051019;Laterina
CS;051042;Laterina Pergine Valdarno;051028;Pergine Valdarno
AQ;051042;Laterina Pergine Valdarno;051019;Laterina
AQ;051042;Laterina Pergine Valdarno;051028;Pergine Valdarno
ES;051019;Laterina;051042;Laterina Pergine Valdarno
ES;051028;Pergine Valdarno;051042;Laterina Pergine Valdarno
CS;030190;Fiumicello Villa Vicentina;030038;Fiumicello
CS;030190;Fiumicello Villa Vicentina;030134;Villa Vicentina
